번호,제목,평점,평가
15905642,"당신, 거기 있어줄래요",10,이걸 이제야 보다니 .. 지금 사랑하는 사람들을 한번더 생각하게 만드는영화 ㅜㅜ 감동적이에요
15905641,미드소마,1,제발 플리즈 걍 보지마세요
15905640,명탐정 피카츄,10,피카츄가 영화에 나오니까 신기 했고 감동이 전해지고 흥미진진 했다.
15905639,퍼펙트 타겟,8,이런영화 좋아해서 재미있게 봄~~
15905638,배심원들,9,법의 정의와 법이 존재하는 이유를 다시 한 번 깨닫게 해준 오랜만에 나온 제대로 된 국산 영화.
15905636,더 보이,5,이 영화의 교훈은 검은 머리 짐승은 함부로 거두는거 아니다 정도 슈퍼맨 빌런식 재해석인데 소재에 비해 너무 앞뒤맥락이 없네 차라리 크로니클을 보세요 이 영화는 추천
15905635,뺑반,10,기대를 안하고 봐서 그른가 첨부터 끝까지 재밌었는데 ㅠㅠ
15905634,하늘에서 음식이 내린다면,7,애니메이션에서 쉽게 볼 수 없는 탄탄한 스토리와 색다르고 특이한 전개 덕분에 점점 빠져들게 만든 영화.
15905633,알라딘,10,그냥 영화 자체가 대박임
15905632,코렐라인: 비밀의 문,10,이거 학교에서 봤는데 처음에는 에잇 유치하겠네 하고 그냥 봤는데 진짜 레알갓영화  스릴있고 무섭고 중2가 봐도 재밌는 영화
15905631,살인마 잭의 집,8,아주 잔인하고 저질적이지만 끝까지 보게 만드는 마성의 매력을 지닌 작품.
15905630,롱 리브 더 킹: 목포 영웅,10,조폭나오는 영화 안좋아 하는데 이영화는 진짜 잼있네요~^^
15905629,내셔널 트레져,10,나는 이런 어드벤쳐 영화가 좋더라..
15905627,어느 가족,10,어느 환경에서든 진정한 가족은 만들어질 수 있다.
15905626,알라딘,10,디즈니 애니메이션 OST 중에 A whole new world 를 가장 좋아해서 기대를 많이 했는데 정말 감동적이였습니다. 영화를 보며 앞으로 거짓 모습이 아닌 저만의 솔직한 모습을 보여주며 살아야겠다고 느꼈네요. 감사합니다.
15905625,진범,8,기대 아예 안하고 보러가서 재밌었어요 ㅎㅎ
15905624,박물관이 살아있다 : 비밀의 무덤,10,확실히 2편보다 훠~얼~씬 재밌다
15905623,스파이더맨: 파 프롬 홈,10,"토니그리워ㅠㅠㅠ톰홀랜드 스파이더맨 그 자체다 ,,"
15905622,패트리어트 워,10,관객수1명실화냐;;;;
15905621,알라딘,7,알라딘 강성훈 닮았다..
15905620,알라딘,8,알라딘은 지니가 나오기 전과 나온 후로 나뉜다.
15905619,스윙키즈,8,이 영화가 왜 못 떳지?하는 생각이 들었다.  웃음 감동 이야기 다 갖췄는데...
15905618,스파이더맨: 파 프롬 홈,5,처음으로 영화보다 잤어요 ㅠ
15905617,헬보이,1,예전에 나온 헬보이가 더 재밌다...이건...중간중간 유머라고 넣은거 같은데 재밌지도..걍 뜬금없는....내용도....= =
15905616,미드소마,9,귀신 나오는 공포는 진짜 못보고 고어는 또 엄청 좋아하는데 약간.. 아름다운 B급고어 영화 본 느낌... 영상미가 반은 넘게 먹고 들어갔음. 진짜 잘 만들었는데 호불호 무지하게 갈릴듯. 개인적으로 나는 엄청 좋았음... 충격적이지만...
15905615,롱 리브 더 킹: 목포 영웅,2,재미는 없었다....
15905614,알라딘,10,윌스미스는 지니 그 자체!
15905613,에브리데이,3,영화의 결말은 내기 어려운 법...
15905612,콰이어트 플레이스,6,애매하구만 그래도 봤습니다.
15905611,롱 리브 더 킹: 목포 영웅,1,솔직히 말한다 진짜 재미없다...
15905610,알라딘,10,알라딘 실사판 너무 재밋게 봤어요노래도 좋아서 멜론에서 무한 반복중이에요 ㅠ노래 잘들을게요
15905609,스포트라이트,10,한 편의 다큐를 보는 듯한 기분이었습니다. 연기구멍 하나 없고. 엄중하면서도 집중력있는 분위기. 찬사를 보냅니다.
15905608,알라딘,10,이정도면 됐지  몰 더 원하냐
15905607,존 윅 3: 파라벨룸,10,그냥 미친영화 너무 재밌어서 시간가는지모름
15905606,레디 플레이어 원,7,재미있게 잘 봤습니다.
15905605,월요일이 사라졌다,10,쇼박사에 상하나줬나요? 쇼박사라고하면은 영화매니아분들은 아실텐데 스파이더맨에도 여주로 나오셨죠^^.. 참신한소재 굿굿
15905604,스파이더맨: 파 프롬 홈,10,역시 마블....또 나오겠지...
15905603,토이 스토리 4,8,아니 마지막까지 완벽하다가 왜 우디랑 버즈랑 떼어놓냐? 벙쪄가지고 나왔네.
15905602,스파이더맨: 파 프롬 홈,10,진짜 존 나 재밋음 난 마블영화 팬된이유가 스파이더맨1편보고 팬댓음 2도역시나.와...진짜최고!ㅠ..ㅜㅅ
15905600,스파이더맨: 파 프롬 홈,10,재미있게 봤긴 했는데 일본 불매운동 한다면서 스파이더맨은 벌써 600만이나 봤네????
15905599,기방도령,8,"보는관점이 다 틀리니 내가 재미없다고 남도 재미없을거라고 하지마세요,,  편한맘으로 보시면 웃음도 있고 메세지도 있고보기 좋은 영화입니다"
15905598,의뢰인,10,제가죽였습니다... 라고 말하길 원하는거죠..몇번을 다시보게되는 영화
15905597,극장판 엉덩이 탐정: 화려한 사건 수첩,10,엉덩이 이 탐정 최고 탐정이다나는 블매운동 반대 다
15905595,기방도령,2,너무 재미없어요 ....
15905594,스파이더맨: 파 프롬 홈,10,"맨 마지막에 ""번역자 : 황석희""입니다 신뢰감 굿"
15905593,제5침공,4,초중반... 난민대피소까지만... 흥미있게 봤다... 하....
15905592,스파이더맨: 파 프롬 홈,10,스파이더맨 진짜 사랑함ㅠㅠ
15905591,기방도령,1,"기생충 보고 오, 했다가 역시 그럼 그렇지 한국 영화 다신 안 봐 하게 된 영화"
15905590,라이온 킹,10,말이 필요한가? 그냥 명작임
15905589,미드소마,9,와 축제 중인가요?아니요 장례식입니다
15905588,스파이더맨: 파 프롬 홈,10,CG팀에게 박수를...꿀잼
15905587,스파이더맨: 파 프롬 홈,1,일본자본 영화나 보는 쪽바리 매국노들아 천벌을 받아라 이 시국에 스파이더맨 보는게 사람이냐?
15905586,알라딘,10,음악이 너무 멋진영화 입니다재밌었어요 !!
15905585,크게 될 놈,10,눈물이....펑펑 울었네요
15905584,애나벨: 인형의 주인,6,참피같이 생긴 인형인 데스웅 닝겐상 배고픈 레후
15905583,토이 스토리 4,10,마음이 따뜻해지는 영화
15905582,기방도령,8,물 흘러가듯 이야기가 진행 되어가다가 상상치도 못한 전개가 됨중간중간 재미요소가 꽤 있지만 억지로 끼워넣은 것도 보임 나름 재밌게 봤음. 중간에 내가 다 창피한 부분들이 몇개 있어서 눈가리고 으윽 못보겠어 하는 부분도 있음. 마지막은 울면서 나왔음
15905581,극장판 엉덩이 탐정: 화려한 사건 수첩,1,10점짜리 똑같은 내용 평점 계속 올리면서 평점 방어하려고 조작하는 것들 봐라... 역겹네. 한국 사람들이 이런 상황에서 일본꺼 봐줄만큼 골이 비었는줄 아남?ㅎㅎㅎㅎ
15905579,코코,10,코코.... 리멤버미 잊을수없어ㅜㅜ
15905578,토이 스토리 4,10,알라딘보다 10뱃네여
15905577,스파이더맨: 파 프롬 홈,10,굳@!!ㅣㅈㅈ이네요
15905576,여곡성,6,다른 배우분들 봐서 6점 드려요..앞으로 영화에 연기훈련 안되어있는 아이돌은주인공으로 안쓰시길 바라요.. 제발 진짜 제발요
15905575,신라의 달밤,6,배댓 ㅋㅋ 이 당시 영화들이 그립댄다... ㅋㅋ
15905574,알라딘,10,감동적이에요 꼭 보세요!
15905573,유전,10,"아리애스터 감독의 영화는 고급스러우며 세련되고 우아하기 까지 하다, 거기다 기존 공포 영화의 형식을 벗어나 해석의 자유로움을 주고 호기심을 자극하며 몰입하게 한다.그리고 현시대의 공포 영화가 나아가야 할 방향성을 제시해주는 듯한 굉장한 작품이라 생각함"
15905572,진범,6,긴장을 놓을 수가 없네요ㅜㅜ 송새볏 연기력 좋아요
15905571,기방도령,1,할말이 없다....정말
15905570,카메라를 멈추면 안 돼!,10,제발 영화 끝까지 보세요  진심임
15905569,스파이더맨: 파 프롬 홈,10,액션도 많고 너무 재밌었어요 기대이상입니다 꼭 보세요
15905568,기방도령,1,"봤는데 개노잼에 조선시대같지도 않고 웹드라마 수준임 가장 충격적인건 텔미 ^^ 그리고 알바인건지 황당하다 비공테러 , 재미있다 그냥 10점? 한국영화가 관객들 호구로 보는게 이 문제인거임"
15905566,닥터 두리틀,10,이걸 로다주가 리메이크 한다고??ㅠㅠㅠ 그것도 토니랑 스파이디 콜라보ㅠㅠ??
15905565,어벤져스: 엔드게임,10,어어벤져스의 끝이라니 굉장히 아쉽..
15905564,극한직업,1,개인적으로 심각하게 노잼...
15905563,배심원들,5,풀어나가는 과정이 너무 가벼워서 별루다. 재미도 그닥. 이 영화가 정치적영화인가?  이상하네 비공감이 많이 달리네 ㅋ
15905562,김군,1,광주 = 폭동 12345678901234567890
15905561,미드소마,8,보고 나서 아주 찝찝해지고 곰씹게 되는 영화. 가끔은 이런 영화가 필요하다
15905560,토이 스토리 4,10,외전 보는 느낌으로 재밌었음
15905559,오버 더 레인보우,8,딱 그때 그시절 감성~잼나게 봤네요
15905558,토이 스토리 4,10,보핍 누나 우디는 버리고 나랑 결혼하자.
15905557,알라딘,10,뮤지컬 스타일의 영화를 좋아한다면 추천!
15905556,기방도령,1,아주 유치하고 노잼인 영화보면 반드시 후회함!!!내가 본 영화중 가장 최악!!
15905554,벤자민 버튼의 시간은 거꾸로 간다,10,벤자민의 그 깊고 차분한 눈빛이 너무 좋았다. 말을 아끼는 그의 사랑과 집착 없이 서로를 보내주는 사람들이 아련하면서도 좋았다놓아줄때를 아는 것은 참 멋진 일이다.그것이 사랑 아닌가!
15905553,걸캅스,1,별 반개가 있기에 다행.... 한개단위면 어쩔뻔... 공상과학호러영화의 끝판왕
15905551,오시로가의 비밀,1,충분히 재밌을만한 세팅 잡아놓고 결국 상처받은 가족 드라마라니
15905549,미드소마,10,솔직히 이건 합법적 마약이다. 영화보다 마약 처음으로 빨아봤습니다.
15905548,어벤져스: 엔드게임,10,보고싶어 토니ㅠㅠㅜㅠ휴 빈자리가 크다
15905547,진범,1,내용이 예상가능했고 지루했다 영화보다가 언제끝나는지 궁금해질정도였다 결말도 흐지부지한게 보고나서 어이가 없었다 헛웃음이 났다
15905546,내가 살인범이다,4,"시나리오를 조금 현실적으로 각색했으면 괜찮았을 법 했지만 연출이 어설펐다. 조연, 단역들의 어색한 연기들도 그렇고 그냥 눈감으면 지나가 버리는 비중이 없는 캐릭터들이 너무 많았다."
15905545,기방도령,1,나만 당할 수는 없다.꼭 보세요. 보면 후회합니다.
15905544,천장지구,10,오천련 리즈시절 ㄷㄷㄷ
15905543,어벤져스: 엔드게임,8,굿바이 캡틴 아메리카 행복했으면 된거야
15905542,천군,10,굿BGM 굿캐스팅 베드마케팅
15905541,콘 에어,10,친구랑 극장에서 보고 비디오로 빌려보고 다운받아서보고 디비디 구입해서보고 블루레이는 아직 못구했는데정말 깔끔한 액션영화 요새 나오는 머리쓰는척하는 영화들을 발라버리는 진정한 블럭버스터
15905539,스파이더맨: 파 프롬 홈,10,잼나게 봤어요~ 쿠키 영상 하나 더 남았는데 자막 언제 끝나? ㅠㅠ
15905538,스파이더맨: 파 프롬 홈,10,역대 가장 재미있는 시리즈였음.
15905537,유감스러운 도시,5,웃음도 개연성이 있어야 웃지ㅋ 뜬금없는 초딩식 유치한 억지 웃음 유발뿐임ㅋㅋ 대가리때매 몇개는 웃었지만 그냥 어이없어서 웃은거임 ㅋ
15905536,스파이더맨: 파 프롬 홈,10,아니 미스테리오가 빌린이란 한줄평 자체가 스포구만 도랏?
15905535,알라딘,10,원숭이가 귀엽고 자스민은 예쁘고 램프요정 지니는 웃기고 또 보고 싶네요
15905534,기방도령,10,네이버 테러쩌네..악플알바세요님들은? 재밌게본사람들은 다 알바취급하네 잼게본사람 기분더럽게 사람들 악플진짜쉽게쓴다 ㅉ..
15905533,극한직업,10,두번봐도 웃기긴허다 ㅋㅋ
15905532,걸캅스,1,이게 평점 9점짜리 영화라고요..?
15905531,롱 리브 더 킹: 목포 영웅,2,이게 재미있다고 한 OO들은 뭐냐? 시간만 버렸네
15905529,핵소 고지,10,왜 홍보가 잘안됐지 실화바탕의 영화너무 감동적이다
15905528,트랩트,7,영화 재밌게 봤다. 커트리 러브 충격이네.
15905527,미드소마,10,멘탈이 약한 사람은 보지마세요.
15905526,토이 스토리 4,6,옛날 생각나는 영화여서 좋았음
15905525,저스티스 리그,4,이 좋은 캐릭과 출연진을 가지고 이정도 수준으로 연출할 수 밖에 없었나...
15905524,스파이더맨: 파 프롬 홈,8,미스테리오 좋아요~~
15905523,캐빈 인 더 우즈,7,찌질이가 알고 보니 주인공 ^^
15905522,스파이더맨: 파 프롬 홈,10,역시 마블은 기대를 져버리지 않네요. 재미있게 보았습니다.
15905521,센과 치히로의 행방불명,10,진짜 내 인생 일본만화급임 겁나 재미있슴 지금봐도 꿀잼 이거 ㄹㅇ 강추
15905520,배심원들,10,이런 저런생각이 다들게 만드는 눈물과 콧물 다 나게 만든 영화네요 정말  잘봣습니다.
15905519,기방도령,1,초반부터 아차 싶은 영화
15905518,투어리스트,10,괜찮은데 왜 평점이 낮지?
15905517,윈터스 본,10,박평식이 8점줘서 봤는데.  정말 인생영화 하나 만났다. 보는내내 전쟁영화 한편을 본 느낌이다.
15905516,콘스탄틴,10,와 이걸 왜 2019에 봤지?..존잼이예요 깜놀!!!!
15905514,극장판 엉덩이 탐정: 화려한 사건 수첩,10,엉덩이 탐정때매 독서 열일중인 우리아이에겐 소중한 추억이 되었습니다. 조조할인에 포인트모아서 싸게 보았습니다서민의식때문에 정말 이민가고 싶습니다
15905513,무뢰한,10,30에 봤을때와 35에 봤을때가 이렇게 틀리구나 전도연 연기 죽인다..못하는 연기가 뭡니까??
15905512,스파이더맨: 파 프롬 홈,10,최고였어요...!!
15905511,박쥐,10,평점이 정말 이해 안 감기괴하나 고뇌하는 뱀파이어다
15905510,존 윅 3: 파라벨룸,10,대체할만한 영화가 전부 망한 이 시점 존윅에게 감사하자.  잘 봤음.
15905509,스파이더맨: 파 프롬 홈,10,재미있어요 톰홀랜드?? 2번 봤는데 질리지 않아
15905508,내안의 그놈,10,솔직히 이거는 진짜 재밌었어요. 저는 이런 개그가 재밌는듯.
15905507,알라딘,10,이런영화 안좋아했지만 지루할틈없이 푹 빠져서 봤네요
15905506,기생충,10,사람사는 맛이 다양하다고 하지만 영화즐기는 입맛은 자극적인게 좋구나
15905505,나우 이즈 굿,10,"테사는 죽고 있었지만, 자신 주위에 모든 이들에게 새로운 삶은 주었다.."
15905504,극한직업,10,재밌었어요. 정신없었어요.
15905502,알라딘,9,볼만했어요. 다시보자하면 집에서 볼거에요.
15905501,기생충,1,"기대가 컸던 건지 돈 아깝다반전이 있긴 하나 결국 뻔한 결말아직까지 상영중이라니..천만 넘기려고 꾸역꾸역 버티는 느낌이 든다평론가 평점 기생충 9.06, 알라딘 6점평론가들 봉준호 눈치 보나?"
15905500,미드소마,1,주인공 여자 너무운다 배기실타
15905499,스파이더맨: 홈커밍,10,진짜 스파이더맨 3편 말고 더 찍어줘 ㅠㅠ
15905498,진범,6,기대하고 갔는데 뻔한 스릴리네요
15905497,스파이더맨: 파 프롬 홈,10,재밌긴했는데 갑자기 MJ랑?
15905495,알라딘,8,눈은 확실히 즐거운 영화.
15905494,천로역정: 천국을 찾아서,10,잘봤습니다! 많이 알려졌으면 좋겠네요
15905493,스파이더맨: 파 프롬 홈,10,별 기대 안했는데 완전 기대이상!
15905492,알라딘,7,그냥 볼만한 정도였다..
15905491,이끼,10,평점이 너무 낮아서 더줌
15905490,클레멘타인,10,"명절에 kbs, sbs, mbc에서 한날 한시에 동시상영해서 모든 사람들에게 사랑받는 영화가 되었으면 좋겠습니다."
15905489,기방도령,1,1점도 아까운 영화 진심 왜 이렇게 만들었지?알바댓글 쩐다 돈아까움
15905488,스파이더맨: 파 프롬 홈,1,불매운동 하자면서 일본기업 소니꺼 영화는 왜 보는거임?  국민들 수준참 ㅋㅋ
15905487,어벤져스: 인피니티 워,8,예측할 때쯤 새로움을 보여준다.
15905486,하나와 앨리스 : 살인사건,10,이와이 슌지 한창때의 그 감성입니다. 왠지 울컥하네요.
15905484,롱 리브 더 킹: 목포 영웅,8,방금삼성코엑스에서 보고나왔어요역시 김래원씨 믿고볼만합니다.진선규씨는 또 연기변신하셨네요.대박 나세요~~
15905483,스파이더맨: 파 프롬 홈,10,진짜 재밌었어요 힝~~
15905482,스파이더맨: 파 프롬 홈,10,스파이더맨이 아이언맨 뒷수습하러 다니겠노 ㅋㅋ
15905481,칠드런 액트,7,자기 자신도 모르는 인간이라는 존재에 대해
15905480,진범,2,올해 본영화중 제일 재미업ㄱ었음....웬만하면 후하게 쳐주는데..고구마 먹이는 전개
15905479,리얼리티 : 꿈의 미로,6,희망에 현실이 빠졌을 때
15905478,스파이더맨: 파 프롬 홈,1,일본 불매운동한답시고 소니가 배급하는 일본영화따위에 다큰어른들이 애들보는영화보고 침질질흘리며 일본한테 돈갖다바치는거보면 그냥 조센징들 수준이 딱 그거임.. 우린 아직도 일본속국임을 이영화본놈들이 증명해주는거임
15905477,미드소마,1,"이게뭐지...싶은 영화중간에 이상한 장면들이 나오고.., 이럴줄 알았으면 가족들하고 볼 생각 안했을텐데, 보고 나서 후회했습니다... 절대 많은 사람들과 보러가지 마십쇼. 끝나고 나와서도 이게 뭘 전달하고 싶은건지 모르겠고...걍 후회만 남았습니다."
15905476,스파이더맨: 파 프롬 홈,10,시간순삭~! 쿠키영상은 꼭 보시길 추천드립니다 ㅎㅎ
15905475,토이 스토리 4,9,세월이 흐른다는 것 변해간다는 것은 언제나 피할수 없고 슬픈 일인것 같다.
15905472,신과함께-죄와 벌,10,알바왜이리 많냐 평점이 1점 아니면 10밖에없나 이게 1점짜리 영화냐?
15905471,마녀 배달부 키키,10,"그림, 음악, 메세지 모두 굿"
15905470,기방도령,8,#jyp사단 #조선판 호스트 # 기생
15905469,기생충,10,봉준호감독의 영화에는 항상 눈이 나온다 이것은 무엇을 의미하는가...
15905467,기생충,10,애들보는 괴물나오는 어반져스?나 마블충들이 괜히 질투나서 평점테러하는듯한데 그냥 자신들 수준이 딱 괴물나오는애들영화보는수준인거임.. 감히 어반져스따위랑 비교당하는게 수치스럽다
15905466,토이 스토리 4,9,3편이 사실상 토이스토리 시리즈의 마지막 마무리에 가깝고 4편은 외전처럼 보시면 좋을 것 같아요!
15905465,롱 리브 더 킹: 목포 영웅,10,난 진짜 재밌었는데... 왜 흥행을 못 했나 싶을정도로 김래원 연기가 주인공의 이입 될 정도로 최고였습니다... 저에겐 많은 의미를 준 영화
15905464,기방도령,10,내 픽은 육갑&알순 알순이 늠 귀여웠어 ㅠㅠ푸ㅠ육갑은 더러운데 이상하게 잘생겨지구ㅋㅋ 개웃긴넼ㅋㅋㅋ
15905463,레이디호크,10,나의 청소년기 최고의 걸작중 한편
15905462,알라딘,10,원작 애니메이션을 뛰어넘은 완전히 새로운 영화 'A whole new movie'
15905461,알라딘,1,애들보는 만화영화같은게 뭐가재밋다고 다큰어른들이 침질질흘리며 찬양하는거보니 한국의 수준을 보여주는듯.. 부끄럽다진짜 이런게 1000만이넘다니..
15905460,스파이더맨: 파 프롬 홈,10,재밌어요!! 레알 또 보고 싶음!!
15905459,레디 플레이어 원,9,잘 만든 게임 광고같아요
15905458,내안의 그놈,10,음 진영 존잘탱 인저ㅏㅇ
15905457,코코,10,정말슬퍼요 특히 마지막...
15905456,그대 이름은 장미,10,엄마랑ㄹ 보면 좋아용ㅇㅇ
15905453,스파이더맨: 파 프롬 홈,10,감동적이면서도 재미있는 영화
15905452,스파이더맨: 파 프롬 홈,10,개굴쟈ㅐㅁ 완전어ㅘㄵ누ㅠㅠㅠ피퍼파커 짱
15905451,알라딘,10,재밌어요. 뻔한 스토리지만
15905450,알라딘,10,와우 기대이상이네요 재미있어요
15905449,스파이더맨: 파 프롬 홈,10,완전 재미있어요 최고입니다 마블 3천만큼사랑해!!
15905448,배트맨 대 슈퍼맨: 저스티스의 시작,1,개봉 당일 첫데이트에 본 영화.. 그날 저녁 술마시고 들어가다가 뻑치기 당하고 왼쪽 눈 실명될뻔했지..
15905447,롱 리브 더 킹: 목포 영웅,10,김래원 연기 너무 좋았어요~~  재밌네요~
15905445,스파이더맨: 파 프롬 홈,10,결국 닉퓨리가 모든것을 설계하고 손가락하나 까딱않고도 원하는대로 이루어 냈다 스크럴종족은 그냥 심부름꾼으로 써버리는 갓퓨리
15905444,걸캅스,10,시간 가는 줄 모르게 재밌게봤어요 ㅋㅋㅋ
15905443,존 윅 3: 파라벨룸,1,스토리 없는 영화였는데 스토리 욱여넣으려고 하니까  이 모양이지
15905442,알라딘,10,알라딘이 재밌어봐야 얼마나 재밌겠어4D가 재밌어봐야 얼마나 재밌겠어했는데 정말 심하게 재밌다또 보러 가야지
15905440,스파이더맨: 파 프롬 홈,9,믿고보는 마블영화 반전에반전
15905439,기방도령,1,정신나간 조선판 꼴페미 영화
15905438,알리타: 배틀 엔젤,10,진짜 볅기대안했는디 존나잘만듬
15905435,스파이더맨: 파 프롬 홈,7,마블 스파이더맨은 7점이 딱!! 어메이징 스파이더맨 시리즈가 제일 존잼이었고
15905434,극장판 엉덩이 탐정: 화려한 사건 수첩,10,애국자들 납셨네 맘충년들
15905432,마리아 칼라스: 세기의 디바,10,한마디 한마디가 큰 영감
15905431,토이 스토리 4,10,마음이 따뜻해진다 ㅠㅠ 어릴적 같이 놀던 장난감들이 그리울 뿐
15905430,스파이더맨: 파 프롬 홈,10,토니스타크의 흔적이 너무나 많이 남겨져잇네여  주인공이 아이언맨/스파이더맨 ㅋㅋㅋㅋ
15905429,토이 스토리 4,10,시리즈중 제일 재미있네요어른도 신나게 웃었어요 ^ ^
15905428,저스티스 리그,7,원더우먼 왜이리 약해짐 ????   둠스데이 쳐바르던 원더우먼 이?ㅋㅋㅋ 보일랑 말랑 하는 팬티 서비스는 여전하군 안보이지만 ㅋㅋ
15905427,롱 리브 더 킹: 목포 영웅,8,기대했던 만큼은 아니다. 그리고 원진아는 정말 미스케스팅이야
15905426,악인전,7,다 좋은데 김규리 연기는 최악이라고 생각합니다.
15905424,알라딘,10,기대를 하고가지는 않았는데 생각보다 더 재밌고 신나네요
15905423,저스티스 리그,1,DC팬들 눈물의 비공테러ㅜㅜㅋㅋ정신차려라 DC는 영화론 아예 말아먹었다ㅋㅋ어디 어벤져스 따라해?정신 차리고 히어로 하나하나 독립적인 히어로로 다시 만들어라.뱁새가 황새 따라하다 다리 찢어진다 엌ㅋㅋㅋ
15905421,알라딘,10,역시 디즈니입니다 여배우 남배우 연기도 좋았어요
15905420,스파이더맨: 파 프롬 홈,2,아...극장가서 잔 건 정말 오랜만이다.댓글 알바 좀 심하잖아
15905419,알라딘,10,지니의 저세상 텐션ㅋㅋ
15905418,기방도령,10,난 내스타일 코미디였음ㅋㅋ 꾸르잼
15905417,기방도령,1,이것도 영화라고..시간 돈이 아깝다
15905416,의천도룡기,10,최고의 영화였는데  2편이 안나온게 정말 아쉽네요
15905414,어벤져스: 엔드게임,10,진짜 내 인생영화 몇번을 봐도 슬프고 몇번을 봐도 재밌는 ...
15905411,기방도령,1,대한민국 여러 창작예술 분야에서 유독 영화만 수준 미달인 작품이 꾸준히 나오는 이유가 궁금하다. 왜 영화만 날이 갈수록 퇴보하는가? 이 문제를 특집다큐로 만들면 꼭 본다.
15905410,주토피아,9,차별과 역차별에 대해서 같이 다룬 독특한 영화. 어른들이 보고 느낄게 많을듯
15905409,토이 스토리 4,10,한번이라도 사랑받고 싶다했던 가비가 너무 슬퍼서 울어버렸고 자기 삻을 찾은 우디가 너무 대견하고 멋져서 눈물났던 영화ㅠ
15905408,극장판 엉덩이 탐정: 화려한 사건 수첩,1,당신의 할머니 할아버지 혹은 증조 할머니 할아버지 세대에 남녀노소 무차별적으로 죽이고 청년들을 강제로 끌고가 노역을 시키고 여성들을 강간해 성노예로 삼았음에도 제대로된 사과도 배상도 없는 나라의 영화입니다. 그런데도 당신의 아이에게 보여줄 것인가요?
15905407,스파이더맨: 파 프롬 홈,10,마블이 마블했다....엔드게임이후... 걱정은 되었지만.그것은 나의 기우였다
15905406,존 윅 3: 파라벨룸,8,"존윅 시리즈는 좋고, 재밌게 봤지만...다음엔 존윅이 총을 쐈으면..."
15905405,걸캅스,1,쮸루루루루삘리라류루
15905404,잠망경을 올려라,10,재밌다 ㅋㅋ 여자 ㅈㄴ이쁨
15905403,알라딘,10,라이온킹도 이만큼만 해주라..
15905402,기방도령,1,진짜 ㅅㅂ 이런 영화가 영화라는 타이틀 달고나온건 이 나라의사치다 진심
15905401,저스티스 리그,8,"전체적으로 다크한 분위기나 액션, 캐릭터들은 좋았지만 뭔가 잘 융합이 된 것 걑지가않다 팀워크가 안느껴짐 스케일을 감당하지 못한 느낌이다 그래도 후속작이 계속 나오면 좋겠다 매력있어"
15905398,알라딘,9,어른이 봐도 유쾌한 영화네요.
15905396,도그빌,8,아낌없이 주는 나무에게 사람은 어떻게 돌변하는가에대해 나도 예외는 아닐거같단 불안함이있다 그리고 그 결과에 대한 답은 참옥했음
15905395,우행록: 어리석은 자의 기록,10,"타인의 생각은 죽어도 알 수 없는 우리가 봐야할 삼부작 우행록, 분노, 세 번째 살인"
15905394,스파이더맨: 파 프롬 홈,10,스파이더맨 이번 영화 구성도 너무 좋고 엔드게임 후속작이라 어떻게 표현될지 되게 궁금했는데 내가 생각한것보다 훨씬 좋아서 두번봤다 사랑해 스파이더맨
15905393,알라딘,10,쟈스민공주바 너무이쁘네요
15905392,멜랑콜리아,8,솔직히 대중적으로 재밌을거같진않은 영화는 맞는듯 근데 사람을 잘 들여다보고 나를 잘 들여다 볼 수 있게 해줌  음악이 좋고
15905391,저스티스 리그,4,슈퍼맨이면 다냐???
15905390,벅시,9,"실화 답게 벤과 버지니아의 캐릭터에 상당히 설득력을 가진다. <대부>와 <원스 어폰  어 타임 인 아메리카> 팬이라면, 꼭 보세요. 아, 음악엔 엔니꼬 모리꼬네."
15905389,저스티스 리그,8,슈퍼맨 VS 헐크 누가 승리자 일까? 일단 노화로 인한 죽음은 둘다 똑같다고 본다면 슈퍼맨이 헐크를 하루종일 때려도 헐크는 아무이상 없단거다.. 슈퍼맨은 한번 죽다가 살아낫듯이 약점을 가지고 있다.. 슈퍼맨이 헐크 숨 못쉬게 하면 죽을까요?
15905388,롱 리브 더 킹: 목포 영웅,1,연기는 잘하는데 내용이 좀 거시기 허네요
15905386,아뉴스 데이,10,비극이다 천주교 신자지만 가끔 신은 어디에.. 라는 의문이 끊이질 않는다 물론 행하는 자는 인간이지만
15905385,자전차왕 엄복동,1,핵폭탄왕 김정은도 만들자
15905384,파워 오브 원,10,재개봉해도 될만한 명작!
15905383,저스티스 리그,3,"솔까말 잭스나이더가 다 잡아놓고 간거지... 마무리 도왔다고 그 감독 문제네 뭐네 하는 것도 웃기다... 그래도 이 작품은 잭스나이더 치곤 스토리텔링이 ""그나마"" 나은 편이기도 하고..."
15905382,한공주,1,다른 놈들꺼 범벅된거에 하고싶냐? 비위도 좋다..학생들이 젊은건지 굶은건지  난 돈줘도 못할듯ㅠ
15905381,롱 리브 더 킹: 목포 영웅,10,ㅋㅋ마동석나올때 뿜었다 형이거기왜나와 ㅋㅋ 꿀잼영화
15905380,알라딘,10,가족과 함께 봤는데 최고였네요~^^
15905379,진범,10,시간가는줄 모를 스릴과 긴장감
15905378,알라딘,10,정말 보는내내 너무 기분이 좋았다.감격!!!!
15905377,스트롱거,6,약간 지루하고 뻔한 얘기였지만 그래도 전해져오는 감동
15905376,저스티스 리그,8,밑에놈아  원작하고 가장 비슷한 배트맨이라고 팬들도 인정했다
