번호,제목,평점,평가
15883647,스파이더맨: 파 프롬 홈,9,CG팀이 고생했겠네여~잼나게 잘 봤어요
15883646,알라딘,10,보는 내내 행복했던 영화 4d로 꼭 보세요ㅠ
15883645,스파이더맨: 파 프롬 홈,10,아들보라고 예매해줫는데 잼게 잘보고 왔나바요
15883644,기생충,6,조금 무서웠습니다..
15883643,옥자,10,확실히 몰입도 있다. 이해하기 쉽고 몰입도 있는 영화. 볼맛이 난다
15883642,스파이더맨: 파 프롬 홈,10,깔끔하게 페이즈3를 정리하고 페이즈4로 넘어갈 수 있게 만든 영화. 무난하게 재미를 즐길 수 있는 영화라고 생각 합니다.
15883641,사바하,9,"8점주고 싶은데, 평점테러 당해서 더 올려준다.감독님 응원해요"
15883640,스파이더맨: 파 프롬 홈,10,아직은 미성숙한 스파이더맨
15883639,토이 스토리 4,1,너무재미가 없다 최악의영화
15883638,존 윅 3: 파라벨룸,10,평가하지마라 존윅이다
15883637,알라딘,10,너무나 환상적이었던 영화입니다. 눈과 귀를 즐겁게 해주는게 바로 이 영화.. 배우들도 좋고... 노래도 좋고.. 요즘 알라딘 ost만 듣고 다녀요
15883636,악인전,7,"나만 그런가 마동석은 이상하게 깡패역하고는 안 어울리는듯, 양아치 같은 착한인물이 더 어울림"
15883635,항거:유관순 이야기,10,왜 이렇게까지 합니까그럼 누가 합니까..가슴을 울리네요
15883634,용서받지 못한 자,4,4.5점 군대에서 일병인가 이등병때인가 봤는데 재미있고 없고의 문제가 아닌.. 정말 보는 내내 고통스러웠다
15883633,스파이더맨: 파 프롬 홈,10,최고다.. 오십만번 보고싶다 ㅠㅠㅠㅠ 톰홀랜드짱
15883632,존 윅 3: 파라벨룸,7,항상 평타는 치는듯 4편 기다려진다
15883631,스파이더맨: 파 프롬 홈,9,피터가 성장하고 토니가 생각나는 영화  앤드게임 보다는 감흥이 떨어졌지만 마블에 새로운 세계관이 기대되는 쿠기영상
15883630,스파이더맨: 파 프롬 홈,10,피터짱귀핵귀 귀여워서10점ㅋㅋㅋ 꺄
15883629,어린 의뢰인,2,"현실성 제로 관리 하는 애들이 얼마나 많은데  그 중 한가정 아이가 찾아 왔다고 동물원 데리구가고, 엄마 같이 찾으러 간다? ㅋㅋ 저런 복지직뭔 만 대한민국에  쫙 깔리면 진짜 나라가 행복해 지겄네  ㅋ"
15883628,세상을 바꾼 변호인,6,올 초 다큐멘터리를 보지 않았다면 재미있었을지도 모르겠다만 이미 다큐를 접한 상태에서 큰 임펙트가 없는 영화는 좀 심심한 느낌. 영화면 좀 더 과장되게 벅찬 감동을 끌어내면 좋았을텐데..
15883627,스파이더맨: 파 프롬 홈,10,I love tony stark...
15883626,애나벨 집으로,8,하지 말라는건 하지말자 제발;;
15883625,스파이더맨: 파 프롬 홈,2,ㅋ 노잼.. 내용 완전 허접...뭐냐이게
15883622,길,10,‘이 작은 돌이 쓸모없다면 저 하늘에 별도 의미없는 거에요’
15883621,노잉,10,이때의 케이지형이 그립다..  요즘 너무 막 나와서..
15883620,알라딘,10,"처음 시작부터 보는 내내 행복했던 영화. 추억 속 애니만큼, 어쩌면 그보다도 더 아름다웠던 영화."
15883619,뱀파이어와의 인터뷰,10,나온지 20 년도 넘었지만 명작은 시대를 초월하지
15883618,악인전,10,재미있어요~안보신분들 꼭보셔요
15883617,스파이더맨: 파 프롬 홈,10,Cg 액션 너무 좋았고 빌런도 맘에들었음
15883616,스타워즈: 라스트 제다이,6,뜬금없이 인물들이 갑자기 등장해서 너무 산만해졌다 차라리 레아의 제다이 성장기로 초점을 더 잡았으면 좋았겠는데;;
15883613,스파이더맨: 파 프롬 홈,10,아이들이 보고 너무 재미있다네요
15883612,알라딘,10,아이들과 함께 호응하며 잘 봤습니다
15883611,토이 스토리 4,7,"1,2,3편은 10점 짜리지만 4편은 7점대에 불과한 작품이다."
15883610,캡틴 마블,1,"고뇌나 시련에 대한 묘사 부족,  빈약한 빌런과 액션묘사 등 역대 마블 영화 중 최악이었음. 같은 여성 주인공 히어로무비끼리 비교하면 원더우먼이 수십배는 더 잘만들었음"
15883609,스파이더맨: 파 프롬 홈,10,쿠키영상 하나 놓침. 아이들과 함께 가서 모두 만족한 영화. 참 큰 토니 스타크의 그림자.
15883608,스파이더맨: 파 프롬 홈,10,영화는 재미진데..돈이 일본배급사로 다 가버리네..ㅋㅋ반일반일 외치는 민족이 웃기다.웃겨..
15883607,스파이더맨: 파 프롬 홈,10,고생많이한게 느껴지내요 재밌게봤습니다!
15883606,택시운전사,1,에휴 핵노잼 핵노잼 핵노잼
15883605,스파이더맨: 파 프롬 홈,10,2시간이 금방 가더라 진짜 개꿀잼
15883604,아이언맨,8,8.5점 유격훈련때 코스끝나고 저녁에 보여줬는데 재밌었다 이게 마블의 위대한 시작이란것을 알았으면 더 집중해서 제대로 봤을텐데..아쉽다
15883603,스파이더맨: 파 프롬 홈,10,영화관에서 한번만보기는 아까워서 또보러감
15883600,완벽한 살인,1,아고 이건뭔가?  도저히 점수를 줄수없는  영화편집도 넘  엉성하게했고  스트레스  주는영화임
15883599,스파이더맨: 파 프롬 홈,10,스포 당하고 봤는데도 재밌어요.
15883598,걸캅스,1,1점조차 아까운 저질  저급 영화
15883597,완벽한 타인,10,ㅇㅏㅛㅋ료ㅏ하ㅕㅎ뇰ㅋ훛코ㅡㅍ크ㅗㅊ
15883596,알라딘,10,어른들이 봐도 정말 재밌네
15883595,인디펜던스 데이,10,①백인과 흑인의 콤비 플레이 ②역대급 UFO 스케일 ★추억보정 제외하더라도 재난 영화 중 No.1
15883594,마약왕,1,범죄와의전쟁과 스카페이스 등등에서 영감을 받아 3류도 못한 4류짜리 영화를 만들다.
15883593,악인전,1,영화가 왜 영화냐? 꼭 저렇게 법대로 끝내야 영화냐?아이에 재밌게 만들던가 어휴 ㅉㅉ이도저도 아닌 스토리에 고구마 먹고 체한느낌
15883592,스파이더맨: 파 프롬 홈,10,넘 잼나고 톰홀랜드가 사랑스러운 영화 그리고 앤딩 맛집
15883590,어메이징 스파이더맨,8,남여 주인공 케미 좋고 비주얼적으로 정말 굿. 난 스파이더맨 3가지 버전 모두 사랑함
15883589,토이 스토리 4,8,아이들과 재미있게 봤어요^^
15883588,알라딘,9,영화보는내내 난 아라비아에 있었다 캬
15883587,스파이더맨: 파 프롬 홈,10,정말 재미 있었네요 보걸 후회 안합니당
15883586,알라딘,10,유치하지 않고 보고나면 기분 좋아지는 영화네요
15883585,스파이더맨: 파 프롬 홈,10,엔드게임 후속작이라 보는 내내 너무 짠하고 슬펐다 ㅠㅠ
15883584,연평해전,10,평생을 빚진 마음으로 부채의식을 가지며 살겠습니다. 그대들의 희생에 끝없는 존경과 감사를 표합니다.
15883583,타이타닉,10,개인적으로 20세기 최고의영화
15883579,천로역정: 천국을 찾아서,10,두번이나 봤습니다. 감동
15883578,알라딘,10,한국더빙버젼을  우연찮게봤는데  더빙도잼나요  강추
15883577,스파이더맨: 파 프롬 홈,4,블록버스터 히어물이라기보단 성장물 느낌마블 세계관 중에서 가장 덜 매력적인 히어로오히려 덕분에 세계관이 작아지는 느낌
15883576,스파이더맨: 파 프롬 홈,10,진짜진짜 재밌음 찌리릿
15883575,늑대의 유혹,10,지금 봐도 대박입니다.. 인소 읽고 좋아했던 기억이 나네요ㅎㅎ
15883574,스파이더맨: 파 프롬 홈,10,영화관 나와서 아차 했던 것은 닉(크리)이 해피에 말에 윙크 한번이면 완벽했다고 말하는거...이미 정체 깐거나 다름 없는 대사였어캡틴마블 보신분은 이해 하시죠??!!
15883573,조 블랙의 사랑,9,21년이 지난 지금 봐도 역시나 명작. 이런 스토리로도 예술의 경지로 끌어올릴 수 있는 헐리우드의 힘을 새삼 느낄 수 있음. 명불허전 브레드 피트 그리고 너무나 매력적으로 나오는 클레어 포라니의 인생작.
15883572,알라딘,10,평점 무한점 주고싶은데10점밖에 주지 못해 아쉽다이런 영화는 모든 사람이 봐야함
15883571,스파이더맨: 파 프롬 홈,1,미스테리오  히어로 아님닉퓨리 가짜임
15883570,어벤져스: 엔드게임,10,사랑합니다 사랑해요 사랑해요
15883569,타이타닉 2,1,2.22 만들어야지ㅋㅋ
15883568,마담 싸이코,10,헉 안만나고 싶은 여자에요
15883567,스파이더맨: 파 프롬 홈,8,아이와 봤는데 재미있게 봤어요
15883566,알라딘,10,울다가웃다가혼자주접떨고왔습니다 왠지모르게뭉클하고마음을따뜻하게해주는영화입니디
15883565,스파이더맨: 파 프롬 홈,10,시원하네요  재미있네요
15883564,스파이더맨: 파 프롬 홈,10,끝까지 집중해서 봤던 영화였습니다!
15883563,토이 스토리 4,10,카붐 키아누리브스였다니! ㅎㅎㅎㅎ
15883562,노잉,10,와 10년전 영환데도 전혀 옛날느낌 안나고 너무 재밌게 봤어요!!서스펜스.스릴. 몰입도 짱!!!!
15883561,알라딘,10,기대한것보다 너무 재미있어서 놀랐습니다꼭 영화관에서 보세요 소름돋습니다
15883560,알라딘,10,윌 스미스가 다한 영화 ㅎㅎ 포디로 보고 일반으로 한번 더 봤는데 별 큰 차이는 없고 암튼 노래좋고 재미좋고
15883559,의뢰인,4,장혁연기의 한계점을 봤다
15883558,스파이더맨: 파 프롬 홈,10,울 토미의 매력이 들어나있는 인생 영화
15883557,스파이더맨: 파 프롬 홈,1,개 씹 노잼....진짜 최악이다...
15883556,라이온 킹,10,"디즈니 애니 안 좋아하는데, 라이언킹은 제외!비디오 테잎 2-30번은 본듯. ㅜㅜ"
15883555,터미네이터 2,10,30년이 가까이 됐는데 이거만큼 임팩트강한 로봇전쟁영화가 아직도 안나오네
15883554,램페이지 : 더 테러리스트,10,"영화 전반 : 종업원하고 커피사장 쓰레기네... ,영화 중~후반 : 지금껏 이런 x친놈은 없었다."
15883552,애나벨 집으로,6,공포영화치곤 하나도 안무섭네.. 생일파티하다가 남자가 여자꼬시는영화로밖에..
15883551,그것만이 내 세상,9,배우들 연기 다~ 잘해요! 수정이역 맡은 배우 진짜 예쁘네요. 다른 작품에서도 많이 봤음 좋겠어요. 진태역도 리얼하게 잘하고 이병헌은 말 할 것도 없이 역할 몰입도 최고!! 여튼 모든 배우분들이 그 역할에 열연해줬네용 !!왜  이걸 극장가서 안봤을까
15883550,스파이더맨: 파 프롬 홈,5,라이카를 강물에 빠트리다니... XX 소니놈들..
15883549,스파이더맨: 파 프롬 홈,9,진짜 재미있게 봤습니다 봐도 후회안해여~
15883547,캐리비안의 해적 - 세상의 끝에서,10,시리즈중 가장 인상적이었음
15883546,알라딘,10,2차 포디로 뛸 거에요 꿀잼..
15883545,명량,1,1700만 이해안가요
15883544,고질라: 킹 오브 몬스터,1,어이없는장면이 너무 많음.. 군인들이 아무리 엑스트라라도 괴물에대해 다아는상황에서 괴물한테 겨우 총으로 대항하다 다 개죽음당함ㅋㅋㅋㅋ 도망가는 군인하나없는게 코미디ㅋㅋ 천원줘도 안봄..
15883543,미씽: 사라진 여자,10,공효진 연기력 좋네요 중반부터는 공효진 아니고 한매로만 보일정도. 몰입도 좋고 간만에 시간가는 줄 모르고 봤어요.
15883542,터미네이터 2,10,최고의 영화다 말이 필요 없음!!
15883541,알라딘,6,원작의 추억이 떠오르는 정도...앤딩의 취지는 좋음
15883540,롱 리브 더 킹: 목포 영웅,10,기대이상너무재미있네요
15883539,알라딘,10,너~~무 재밌게봤어요
15883538,걸캅스,1,진심 노잼. 어디서 웃어야될지 모르겠다. 이런것도 영화라고
15883537,토이 스토리 4,10,보는동안 찡한부분 몇번있었어요토이스토리 캐릭터들은 하나같이다 사랑스러워요^^♡
15883536,토이 스토리 4,8,우디가 새로운 삶을 살아가는 엔딩은.. 좀 아쉬워요.
15883535,스파이더맨: 파 프롬 홈,10,마블중에 스파이더맨을 가장 좋아해서 봤는데 진짜 너무 재밌었어요!! 액션도 시원하게 하고 반전도 너무 엄청났고.. 근데.. 이제 스파이더맨은 어떻게 될런지..ㅠㅠ
15883534,별의 정원,10,너무 재미있게 봤어요애들이랑 보는 내내 집중 하면서 좋은 시간이었습니다~
15883533,걸캅스,4,정말  냉정하게 4점입니다. 일단 영화 소재는 둘째치고 스토리라인이 여지껏 바왔던 B급에서 C급 권선징악 내용입니다. 소재는 현재 한국의 남여갈등을 극대화시키려는 노력으로 밖에 안보입니다. 왜냐면 실제 영화상에 내용이 현실과 다르게 많이 과장되있네요.
15883532,알라딘,10,쉴 틈 없이 재미있고 쟈스민이 넘 이뻐요. 나 여자임
15883531,로켓맨,4,"기대를 많이 하고 봤는데 ""Your Song"" 씬 제외하고는 생각보다 별로였음. 눈쌀을 찌푸리게 하는 씬들이 상당히 있음."
15883530,스파이더맨: 파 프롬 홈,10,꼭  보세요 완젼  잼나요 강추합니다
15883529,스파이더맨: 파 프롬 홈,10,톰홀랜드 얼굴이 너무 재밌어요
15883528,갤버스턴,6,남주 벤포스터가 너무 못생기고 드러운 수염 기르고 숏다리라 몰입이 안됨.  존잘배우가 주인공 맡았으면 걸작이 될 수 있었을 텐데...
15883527,악인전,6,"힘은 잔뜩 들어가 있는데, 결말을 보면 김이 빠지는 기분이 든다."
15883526,기생충,10,예술성과 대중성을 한번에 달성할 수 있다는 것을 보여줬다
15883524,스파이더맨: 파 프롬 홈,10,타임킬링으로는 훌륭한 영화인듯
15883523,토이 스토리 4,10,다시만나는걸로 5편 나와주면 좋겠네..
15883522,쇼생크 탈출,10,희대의 명작. 두고두고 보고싶은 영화.
15883519,스파이더맨: 파 프롬 홈,10,진짜 마블은 사랑입니다ㅠㅜ너무재밌어요 쿠키영상 이해한다고 식겁했네요
15883517,스파이더맨: 파 프롬 홈,10,역시 마블...!!5555
15883515,귀신의 향기,1,무슨 80년대 코믹호러를 2019년도에 찍냐 존나 한심하다 ㅉㅉ
15883514,스파이더맨: 파 프롬 홈,10,짱 재밋었어요bb 쿠키 영상도 짱!
15883513,알리타: 배틀 엔젤,7,애니메이션 원작만큼의 감흥은 없네요. 그래도 볼만한
15883511,"좋은 놈, 나쁜 놈, 이상한 놈",8,일제 식민지 역사상 가장 가혹하게 핍박받던 시기를 서부 코미디극으로 풀어낸 작품
15883510,스파이더맨: 파 프롬 홈,10,영화 보는동안 찌리릿번역 최고였다
15883509,듀 데이트,10,재밌었다. 9점 줄랬는데평점이 너무 낮아서 10점 준다.
15883508,원더,10,굿좋은영화입니다강추
15883506,스파이더맨: 파 프롬 홈,1,졸작중의 졸작이다 아니 쿠키영상 말이 많아서 뭔가했더니 참 내 ...   그리고 본 내용 자체가 너무 유치하고 예상가능한 수준. 15년전  히어로물 판타스틱 4정도의 영화다 초등학생들은 재밌게 봤으려나
15883505,알라딘,10,아이도 같이 간 부모님도 집중하게 만드는 영화! 굿굿!
15883504,스파이더맨: 파 프롬 홈,10,마블영화 처음보는 사람이라 캐릭터들이 이해가 많이 안갔지만 재밌슴다 강추
15883503,뿔을 가진 소년,2,"오늘 인디스페이스에서 보았다. 3~4개의 다른 영화를 짜깁기한줄 알았다. 최소한 영상의 톤은 일정하게 유지해야 하는것 아니냐.  사운드 처리는 할말을 잃었다. 롯데타워 옥상에는 잡초가 무성하다는 걸, 서울에서 사람찾기는 어렵지 않다는걸 알게 되었다."
15883502,스파이더맨: 파 프롬 홈,10,최고다.. 말이 필요없다...
15883501,스파이더맨: 파 프롬 홈,4,영화 보다가 잔 적은 처음이다...
15883500,알라딘,1,나만 별로인건가?? 1점
15883499,스파이더맨: 파 프롬 홈,6,그냥 스파이더맨이 별로ㅜㅜ 아이언맨 그립쓰
15883497,알라딘,10,올 한해 최고의 영화라고 생각함 제발 봐줘요
15883496,스파이더맨: 파 프롬 홈,10,토니 스타크가 정말로 안 나온다는 사실이 너무나도 슬프다
15883495,엑소시스트,10,명작은 세월이 아무리 흐른다 한들 명작 이지요 명작은 많이들 보셔야함 제계봉 보단 2로 나오는 것도 좋을텐데
15883494,토이 스토리 4,10,3편을 인생작으로 봤던 내 우려는 기우였다.
15883493,스파이더맨: 파 프롬 홈,10,스토리전개도 빠르고 액션신 많아 좋았어요
15883492,트랜스포머,10,2007년 이걸 메가박스 코엑스에서 본 나는 초1이었지...그때의 신섬함에 의한 충격은 가히 표현하기가 어렵다...그 느낌을 다시금 느끼고싶다
15883491,스파이더맨: 파 프롬 홈,7,영화가 보여주고자 하는 의도를 이해할 때까지는 지루한 면이 있음..
15883490,퍼시픽 림: 업라이징,1,한국 예거 나온다며...
15883489,스파이더맨: 파 프롬 홈,10,재밌게 잘봤어요. 다음편이 엄청기대됩니다.
15883488,플로리다 프로젝트,10,마지막 무니가 진짜 아이처럼 엉엉 울며 플리즈할때억장이무너지더라  ..
15883487,뽀로로 극장판 보물섬 대모험,8,아이들이 너무 좋아했어요 34개월 딸래미 웃었다가 놀랐다가ㅎㅎ
15883486,스파이더맨: 파 프롬 홈,9,홈커밍 때보다 더 큐티뽀짝해져서 돌아왔다
15883485,알라딘,10,두시간이 그냥 가네욤 너무 재밌었어요지니최고!!
15883484,스파이더맨: 파 프롬 홈,10,마블영화는 최고~~!!!
15883483,알라딘,10,재밌어서 2시간이 20분처럼 느껴졌단 영화
15883482,알라딘,10,"본지 1시간 됐는데, 다시 보고 싶다...."
15883481,스파이더맨: 파 프롬 홈,6,하이틴 영화에다  액션추가
15883480,공작,2,북한핵도 한나라당 지시냐? 말도 안되는 영화
15883479,캡틴 마블,10,마블님의 ㅣ승리입니다 남성우월 주의 에서 벗어나  여성주체적인  영화라 아주 좋았습니다
15883478,알라딘,10,윌 스미스 진짜 웃기네영 ㅎㅎ 영화 보는 내내 행복했습니다 알라딘 짱...
15883477,스파이더맨: 파 프롬 홈,9,어벤져스의 마지막을 다시금 회상할수 있는 작품 ! Endgame 만큼은 아니지만 그래도 나름 재밌네요 ^^ (쿠키영상은 2개 임돠ㅋ).
15883476,토이 스토리 4,9,솔직히 토이스토리123을 3번씩보며 토이스토리4를 기다린 사람으로서 이번 영화는 많은 아쉬움이 남는다. 재미있긴 하지만 123에 나왔던 캐릭터의 역할이 별로없고 심지어 헤어질 때도 포옹 한 번으로 끝낸다는게 너무 아쉬웠다.
15883474,소셜 네트워크,1,영화의 완성도와는 별개로 하버드씩이나 다니면서도 여성품평을 못 멈추는 인간이하 수준에 놀랐다. 이래서 남자는 집에서 밥이나 하란 말이 생긴거구나...ㅋㅋㅋ여자가 아주 지들 봉이지?여자가 했으면 메갈이니 하다 인생매장됐을텐데...남자로 살기 참 편하구나
15883473,어벤져스: 엔드게임,10,어벤저스는 실망시키지 않네요 두번 보고 싶었어요
15883471,맨 오브 스틸,1,"빨강 팬티 벗어 재낀 뒤로, 내 슈퍼맨은 가슴에 묻었다."
15883470,알라딘,10,완정 대박 완전 짱입니다 윌스미스는 엯; 넘사벽이네요  뻔하디 뻔한 공주가 아니라 주체성가진 공주라서 더욱 신망 있게 보았습니다
15883469,스파이더맨: 파 프롬 홈,4,음...개취겠지만 재미가..없네요 너무 기대했나봐요ㅎㅎ
15883468,스파이더맨: 파 프롬 홈,10,시간이 어떡해 지나간지 모르겠어요 .또 언제 개봉하나요 ?ㅠ 또 보고 싶어요
15883467,악인전,8,금년 가장 재밌었던 오락영화. 마동석 우습게 봤는데 연기 발전이 놀랍네요.
15883466,스파이더맨: 파 프롬 홈,10,요즘 본 영화중에 가장 완성도있는 영화였어요
15883465,로건,1,"로건이 메르시를 모른다는게 개탄스럽다. - ""영웅은 죽지 않아요~"""
15883464,마녀 배달부 키키,9,즐겁게 잘봤습니다.추천!
15883463,스파이더맨: 홈커밍,7,"너무 약해진 스파이더맨, 액션은 아쉽지만 색다른 재미"
15883462,알라딘,8,윌스미스넘웃겼던영호ㅓ
15883460,토이 스토리 4,10,"진짜 감동에 재미에,,,"
15883459,어벤져스: 인피니티 워,9,처음부터 끝까지 쉴틈없이 쏟아지는 명장면들
15883458,알라딘,8,나쁜진않지만 인도풍영화
15883457,스파이더맨: 파 프롬 홈,8,Mj스토리만빼면 최대의희작 홈커밍때 벌쳐딸래미좋아햇는데 mj를이번편에좋아하니까 금사빠같고 별로였는데 스타크와 피터의오마주는진짜 역대급소름
15883455,존 윅 3: 파라벨룸,8,"윅이형 의리로 보기는 봤는데 어디서 주워온 동양코든지 살짝 삔또가 나갔습니다.. 1, 2 편에서 느꼈던 존윅의 매력과는 약간 다른 느낌이에요. 재미는 있었지만 뭔가 약간 코드가 달라진 느낌이 찝찝하네용"
15883454,알라딘,10,알고잇는 스토리지만 재미잇게 봣습니다^^
15883453,엑스맨: 다크 피닉스,6,살짝 기대에 미치지 못했다
15883452,존 윅 3: 파라벨룸,6,"1,2편보다 실망다만 기억에 남는 매트릭스 대사Guns lots of guns..."
15883451,가을의 전설,8,"관종인 중2병 막내동생과 3형제를 모두 한번씩 사랑한 아침드라마급 막장녀, 그리고 동생과 형의 여자를 탐하고 20살이나 어린 여자와 놀아난 카사노바의 전설. 마침내 그 일가족이 모두 비참한 생을 사는 그런 이야기. 허나 영상미와 음악만큼은 역대급."
15883449,스파이더맨: 파 프롬 홈,10,초반 아주아주 약간 졸리고 16살 답게 철없는 스파이디에게 조금 실망했지만 후반부에 모든 게 만회됨..
15883447,암수살인,8,유플러스 영화월정액 유플릭스(Uflix)에서 영화 봤습니다...영화보면서  안타깝다라는 느낌을 많이 받았어요~
15883446,더 기버: 기억전달자,10,재밌어요.. 진짜 갓 띵작..
15883445,칠드런 오브 맨,9,정말 잘 만든 영화한편. 부디 밝은 미래로 자라주길...
15883443,악인전,10,다 필요없고 시간 가는줄 모르게 봄 진짜 레알 재밋음
15883442,스파이더맨: 파 프롬 홈,7,초반 지루했는데 중간 환영 들어갈때부터 꿀잼...   쿠키영상 꼭 보세요
15883441,라스트 사무라이,5,톰크루즈길래 참고 보긴 해봤는데 사무라이 환상이나 일본 역사 관심 가진게 아니면 그리 재미 없음
15883439,스파이더맨: 파 프롬 홈,10,퍄  엄청재밌었습니다
15883438,악인전,10,뻔한내용이면 뭐하러 보시나?간만에 진짜 재밌게 봤어요 김무열도 좋았고마동석은 언제나 굳
15883437,스파이더맨: 파 프롬 홈,10,피터 찌리릿 톰홀랜드 사랑
15883436,알라딘,10,"영화평점 처음 써보는데 무조건 보세요!!!!평소에 영화 볼 시간이 없어서 알라딘,기생충,스파이더맨 순으로 하루만에 다 봤는데요. 알라딘을 제일 처음 본게 엄청난 실수였어요.. 머릿속에서 계속 기억나서 다른 영화들 제대로 못봤네요 ㅜㅜㅜ"
15883435,알라딘,8,공주님이 넘 멋진 영화였어요~~^^
15883434,샤프트,10,평점이 너무 짜네요..재밌게 봤습니다
15883433,아는 여자,10,2019년에 온사람?
15883432,친애하는 우리 아이,2,하튼 조선인과 왜놈들은 왜그리 혈연 타령 내가 아는 독일남자는 친자식보다 재혼자식을 더 잘해주더라 친자식은 엄마에게 보내고 독일인은 혈연보다 구성원을 더 중시하더만 그것도 만18세까지지만...
15883431,스파이더맨: 파 프롬 홈,8,스파이더맨의 매력적인 모습을 잘 표현해주었습니다.
15883430,스파이더맨: 파 프롬 홈,10,CAN NOT FORGET THE MEANING OF EDITH LOL
15883429,알라딘,10,평소 호불호가 잘 갈리는 관람자인데요. 이 영화는 호불호가 안 갈리고 대중성있는 영화라고 말하고 싶어요. 여유있으시면 꼭 [4dx]로 보세요. 돈 하나도 안아까웠어요. 진짜 4배 더 재밌어요. [4dx]를 염두에두고 나온영화 아니야?랄정도 에요.
15883428,더 보이,1,1점도 아깝다.... 뭐 이딴 내용이 다 있지 이렇게 구린거 처음봄 이게 2019년 작이라니 말도 안된다
15883427,47 미터,8,사람도 물고기한테 잡아먹힐수있군여
15883426,스파이더맨: 파 프롬 홈,8,스파이더맨 재밌게 잘 봤습니다.
15883425,소스 코드,10,결말까지 좋아서 더 울림이 있던 영화. 러닝타임이 짧기도 짧지만 지루할 틈 없이 몰입감이 좋았다
15883424,스파이더맨: 파 프롬 홈,10,6학년아들이랑  재미나게 잘 봤어요
15883422,스파이더맨: 파 프롬 홈,8,친구라고 정체를 너무 빨리 밝힘...
15883421,롱 리브 더 킹: 목포 영웅,5,러브라인 달달하더만유 ~ ㅋㅋㅋ
15883420,엑스맨: 다크 피닉스,6,그래도 나름 나쁘진않았음 ㅋㅋ
15883418,박사가 사랑한 수식,10,내 인생중 가장 지루하지 않은 수업
15883417,악인전,10,비스트 OOO보고 스트레스 받고 악인전 보고 정화했다.
15883416,알라딘,10,말이 필요 없는 최고 노래도 좋고 멋졌어요.
15883415,스파이더맨: 파 프롬 홈,8,쿠키영상 너무 소오오오름
15883412,스파이더맨: 파 프롬 홈,10,드론같은 요소들도 그렇고 참신하고 재밌었어요.
15883411,스파이더맨: 파 프롬 홈,10,톰홀랜드가 새로운 스파이더맨이라 고마울 정도. 너무 귀엽고 잘생김
15883410,기생충,10,뭐 재미있게 봤습니다.
15883409,기생충,10,충격적이고 상받을만 하네요. 잘봤습니다.
15883408,극한직업,8,연기를 다 너무 잘하고 웃다 나왔습니다
15883407,알리타: 배틀 엔젤,8,재밌게 봤습니다~  시간가는 줄 모르고
15883406,캡틴 마블,10,정말 재밌었어요! 시원시원한게 마음에 드네요
15883405,존 윅 3: 파라벨룸,10,대단하다 저나이에..
15883404,엑스맨: 다크 피닉스,4,엑스맨 피날레로서 너무나도 아쉬웠던 영화..그래도 배우들의 연기력이 감명 깊어서 4점정도.
15883403,알라딘,10,ost 듣고 눈물난건 처음
15883402,기생충,8,그냥 기대보다는. 약간 부족했지만 볼만한영화
15883401,기생충,10,무섭고 무겁고 불쾌하고 아프다. 마음 속에 수석 하나가 얹어진 듯 그렇다.
15883400,스파이더맨: 파 프롬 홈,8,아주 재밌었습니다. 시간가는 줄 모르고 봤어요
15883399,스파이더맨: 파 프롬 홈,10,재밌게 봤어요~ 톰홀랜드는 진짜 스파이더맨 그 자체인 것 같아요..
15883398,스파이더맨: 파 프롬 홈,10,3번봐도 재밌어요! 피터의 성장을 볼 수 있었습니다
15883397,스파이더맨: 파 프롬 홈,10,전재밌게봤는데~ 애들이좋아할거같네요!
15883396,47 미터,6,케이트는 죽은건가...결말이 왜이리 찝찝한 느낌이냐;;47미터2 이번에 나오는데 궁금하네
15883394,스파이더맨: 파 프롬 홈,10,기대이하였고 마블 영화니까 봐야되는정도 재밌었다
15883393,스파이더맨: 파 프롬 홈,10,머야.. 완전 잼있자나.
15883392,세상을 바꾼 변호인,10,재밌었어요 스토리가 뻔한감이있지만 잘 풀어서 재밌어요
15883391,47 미터,8,보는내내 심장이 두근두근 반전에스릴러!더운여름 잠깐동안 더위 싹 가셨네요~~
15883390,알라딘,10,"보고왔는데..유명한 이름 때문만이 아니라,스스로가 스스로에게 가장 진솔하길 바라는 그 내용이 더 빛났다."
15883389,천로역정: 천국을 찾아서,10,좋은  영화 만들어 주셔서 감사합니다
15883388,스파이더맨: 파 프롬 홈,10,재밌습니다반전의반전
15883386,스파이더맨: 파 프롬 홈,10,초반 전개 엄청 빠르긴한데 액션신 뽕 미쳤음ㅋㅋㅋㅋ쿠키 ㄹㅇ 충격적이니까 꼭 보셈
15883385,스파이더맨: 파 프롬 홈,2,상도덕을 무시한 변칙개봉에 배급사의 개수작으로 스크린 독과점 까지? 도저히 좋게 볼수 없는 영화.
15883384,스파이더맨: 파 프롬 홈,10,역시 마블!! 다음작은 언제나오나요ㅜㅜ 빨리보고싶네요ㅜ
15883383,스파이더맨: 파 프롬 홈,1,지금같은 상황에서도 일본회사에 돈 갖다바치고있는 무뇌 한국인들... 이러니 맨날 개무시나 당하지.
15883382,알라딘,10,노래가 좋다해서 보러 갔다가 눈호강 하고 온 영화. speechless는 정말 좋았어요.
15883381,스파이더맨: 파 프롬 홈,10,완전 꿀잼임 스토리도 괜찮아요 그리고 쿠키영상2개에요
